ear_left,ear_right,ear_avg,mar,brow_eye_dist_left,brow_eye_dist_right,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,head_pitch,head_yaw,head_roll,bs__neutral,bs_browDownLeft,bs_browDownRight,bs_browInnerUp,bs_browOuterUpLeft,bs_browOuterUpRight,bs_cheekPuff,bs_cheekSquintLeft,bs_cheekSquintRight,bs_eyeBlinkLeft,bs_eyeBlinkRight,bs_eyeLookDownLeft,bs_eyeLookDownRight,bs_eyeLookInLeft,bs_eyeLookInRight,bs_eyeLookOutLeft,bs_eyeLookOutRight,bs_eyeLookUpLeft,bs_eyeLookUpRight,bs_eyeSquintLeft,bs_eyeSquintRight,bs_eyeWideLeft,bs_eyeWideRight,bs_jawForward,bs_jawLeft,bs_jawOpen,bs_jawRight,bs_mouthClose,bs_mouthDimpleLeft,bs_mouthDimpleRight,bs_mouthFrownLeft,bs_mouthFrownRight,bs_mouthFunnel,bs_mouthLeft,bs_mouthLowerDownLeft,bs_mouthLowerDownRight,bs_mouthPressLeft,bs_mouthPressRight,bs_mouthPucker,bs_mouthRight,bs_mouthRollLower,bs_mouthRollUpper,bs_mouthShrugLower,bs_mouthShrugUpper,bs_mouthSmileLeft,bs_mouthSmileRight,bs_mouthStretchLeft,bs_mouthStretchRight,bs_mouthUpperUpLeft,bs_mouthUpperUpRight,bs_noseSneerLeft,bs_noseSneerRight,split,label,file
0.2396031807299886,0.24655204780193316,0.24307761426596086,0.033244148415371745,0.09820708632469177,0.11880257725715637,-0.0426563999381311,-0.0857864737458049,0.01659452594087571,-0.06306012919770924,-2.1456860753344924,-5.162446147175931,7.255849847102926,1.8249836841732758e-07,0.10695292055606842,0.1516248881816864,0.007183208130300045,0.06647128611803055,0.020089006051421165,8.106652785500046e-06,2.450342719839682e-07,3.56373419663214e-08,0.14823690056800842,0.21956942975521088,0.31321749091148376,0.3426904082298279,0.01457092072814703,0.2184218019247055,0.2105422019958496,0.020492127165198326,0.03365933895111084,0.027758458629250526,0.25363481044769287,0.16786518692970276,0.007695475593209267,0.005578594282269478,7.754904800094664e-05,2.6776097001857124e-05,3.5030734579777345e-05,9.425171447219327e-05,2.609637704154011e-06,0.0002207214420195669,0.012770166620612144,0.03149309381842613,0.013075565919280052,0.0023845331743359566,8.191674396584858e-07,0.0012303271796554327,0.00026957938098348677,0.0020227788481861353,0.013731732033193111,0.08971789479255676,0.44163280725479126,0.00014093925710767508,2.966343345178757e-05,0.043913476169109344,0.2572716176509857,0.020065566524863243,0.04083569347858429,0.08805043995380402,0.007578223943710327,0.05373713746666908,0.14694370329380035,2.268232492497191e-05,4.612782333879295e-07,train,Focused,c:\Users\CNN COMPUTERS\OneDrive\Documents\Research\Smart-Uni-Guide\backend\datasets\focus_dataset_unified\train\Focused\DAiSEE_1100011004.jpg
0.20401409593548778,0.23115200294270993,0.21758304943909884,0.16289018878638437,0.1147468239068985,0.12364090979099274,-0.05196106851072065,-0.05928627809169245,0.017568217478153025,-0.06692310824123972,-3.5180139375600428,0.38689048997795356,-1.4165181284578165,4.281778274162207e-07,0.01840999722480774,0.3071359395980835,0.006546176970005035,0.073473259806633,0.0054544322192668915,1.7979111362365074e-05,4.181597716979013e-07,1.2659560866268293e-07,0.17503638565540314,0.3010111451148987,0.4946051836013794,0.507163405418396,0.054317671805620193,0.06597799062728882,0.0682535246014595,0.06183364614844322,0.019215360283851624,0.009781510569155216,0.3170417249202728,0.14830154180526733,0.0069819227792322636,0.001989146461710334,0.00024280304205603898,5.0711802032310516e-05,0.00036244012881070375,0.00017364378436468542,8.044149581110105e-06,0.0005824434920214117,0.005242323502898216,0.013216378167271614,0.017057769000530243,0.009593957103788853,2.483972139089019e-06,0.01415901631116867,0.006162032950669527,0.002490356331691146,0.019379381090402603,0.031333740800619125,0.2416469007730484,0.0004239376576151699,0.0003094990679528564,0.010080547071993351,0.25293147563934326,0.004972485359758139,0.013910527341067791,0.003874520305544138,0.041872672736644745,0.28601571917533875,0.513871967792511,3.776328230742365e-05,1.5655118659196887e-06,train,Focused,c:\Users\CNN COMPUTERS\OneDrive\Documents\Research\Smart-Uni-Guide\backend\datasets\focus_dataset_unified\train\Focused\DAiSEE_1100011008.jpg
0.23458586919875024,0.26833523513098523,0.25146055216486773,0.03172746274794432,0.10711048543453217,0.11298058927059174,-0.07331162310155734,-0.06611327248821025,-0.009978718331669587,-0.07976854480782022,0.5548918663597693,0.9469462356062569,0.44985895784531876,2.897602939810895e-07,0.056370776146650314,0.27563127875328064,0.0027938568964600563,0.05643388256430626,0.0079032639041543,1.590713145560585e-05,1.5843251333080843e-07,4.496389038877169e-08,0.12813013792037964,0.23340250551700592,0.20631560683250427,0.27665475010871887,0.11251093447208405,0.034896910190582275,0.037429679185152054,0.11787571758031845,0.05616207420825958,0.0329306535422802,0.38634029030799866,0.15758198499679565,0.008136429823935032,0.0027027891483157873,0.0001093776008929126,3.789633046835661e-05,6.801991548854858e-05,4.862310743192211e-05,5.860997134732315e-06,0.00028223556000739336,0.017468228936195374,0.036072999238967896,0.01956837810575962,0.0013052666326984763,8.322435860463884e-07,0.001619537826627493,0.0004455926246009767,0.0030716019682586193,0.04651523381471634,0.014494655653834343,0.338807612657547,0.0002149752399418503,0.00010078750347020105,0.020266631618142128,0.12012508511543274,0.02292853593826294,0.07200998812913895,0.053788017481565475,0.027513323351740837,0.03725961223244667,0.1582460254430771,1.7524002032587305e-05,6.16417821674986e-07,train,Focused,c:\Users\CNN COMPUTERS\OneDrive\Documents\Research\Smart-Uni-Guide\backend\datasets\focus_dataset_unified\train\Focused\DAiSEE_1100011014.jpg
0.2143921355472054,0.25037915041871583,0.2323856429829606,0.16476875707793565,0.1169438362121582,0.11325439810752869,-0.038251805361225646,-0.046810973977839225,0.0524584083833315,-0.05484209280130647,-0.3080639953146355,4.606757043089755,-5.372186453488129,5.572132977249566e-07,0.020212223753333092,0.3013259172439575,0.005498187150806189,0.08607500046491623,0.005404139403253794,5.8027708291774616e-05,4.3417631445663574e-07,1.7012895625612146e-07,0.1341022402048111,0.23306623101234436,0.36311885714530945,0.41236820816993713,0.047865234315395355,0.06404490768909454,0.08046778291463852,0.06616125255823135,0.031610775738954544,0.015546580776572227,0.3821832239627838,0.13771620392799377,0.008797422051429749,0.0021330146118998528,0.0007133760955184698,2.2296373572316952e-05,0.00043985576485283673,0.00028904012287966907,1.3940471944806632e-05,0.0007683829753659666,0.009712585248053074,0.009564776904881,0.009559805504977703,0.009121089242398739,1.6408346255047945e-06,0.023677168413996696,0.012259255163371563,0.005226192995905876,0.0410839281976223,0.011109878309071064,0.21408630907535553,0.0002806055417750031,0.00040256165084429085,0.0036564019974321127,0.10407166182994843,0.06413303315639496,0.18714536726474762,0.030443651601672173,0.1857372224330902,0.29384854435920715,0.6336725950241089,2.6414058083901182e-05,1.639988226997957e-06,train,Focused,c:\Users\CNN COMPUTERS\OneDrive\Documents\Research\Smart-Uni-Guide\backend\datasets\focus_dataset_unified\train\Focused\DAiSEE_1100011017.jpg
0.19287637102285396,0.23537265796501586,0.2141245144939349,0.20533698269627115,0.11772185564041138,0.12031286954879761,-0.06652596113017435,-0.045407526517735365,0.02499282005044365,-0.053725349934224,-0.846008882542173,4.664332740914088,-3.5491897875158336,4.0932482647804136e-07,0.011159135960042477,0.27801570296287537,0.00515442481264472,0.12157377600669861,0.006306701339781284,7.067598926369101e-05,6.27873362191167e-07,2.331737931626776e-07,0.15207058191299438,0.2677919566631317,0.4871845543384552,0.5041337013244629,0.12733842432498932,0.028629792854189873,0.03839322552084923,0.13367760181427002,0.022136930376291275,0.011064174585044384,0.3497825562953949,0.17766103148460388,0.00767595786601305,0.002062845742329955,0.0011568452464416623,3.9047376048984006e-05,0.0007614978239871562,0.0003596654860302806,1.816411895561032e-05,0.0007531224982813001,0.008313903585076332,0.011106116697192192,0.011789731681346893,0.014330959878861904,1.1643046491371933e-06,0.07418602705001831,0.049948904663324356,0.0042170253582298756,0.03062027506530285,0.015399914234876633,0.22144076228141785,0.00036622819607146084,0.0004853784921579063,0.0025687594898045063,0.08038371801376343,0.04125393182039261,0.11778265237808228,0.026484103873372078,0.20880676805973053,0.3580685555934906,0.7151833772659302,2.8546894100145437e-05,2.02057321985194e-06,train,Focused,c:\Users\CNN COMPUTERS\OneDrive\Documents\Research\Smart-Uni-Guide\backend\datasets\focus_dataset_unified\train\Focused\DAiSEE_1100011021.jpg
0.20981436910257759,0.24457484257374587,0.22719460583816173,0.17405810030483326,0.10703623294830322,0.11074885725975037,-0.08345614275504175,-0.07267651239576779,0.009667019105181378,-0.08384733743321919,-1.7395885099175947,1.6013753519770446,-4.1477337101404705,4.14302320450588e-07,0.025746261700987816,0.34918245673179626,0.005233310163021088,0.08456099778413773,0.004360500257462263,5.7695433497428894e-05,4.842593739340373e-07,2.0582659487899946e-07,0.1336219757795334,0.24051088094711304,0.20064568519592285,0.27795475721359253,0.10621852427721024,0.02983495593070984,0.03906362131237984,0.13010703027248383,0.058996837586164474,0.0422201007604599,0.3812306821346283,0.17362529039382935,0.007157809566706419,0.0031701414845883846,0.0007296156254597008,1.0814691449922975e-05,0.00016875698929652572,0.0002528801269363612,7.336716407735366e-06,0.001298062619753182,0.01816684566438198,0.015848055481910706,0.00862874649465084,0.009990599937736988,8.128290573949926e-07,0.03631531074643135,0.020146140828728676,0.009129743091762066,0.03472888097167015,0.01640612632036209,0.27371758222579956,0.0005219466402195394,0.00037246011197566986,0.006690024398267269,0.06721321493387222,0.4045577347278595,0.6195793151855469,0.14840875566005707,0.06859104335308075,0.4426484704017639,0.7967898845672607,1.301698102906812e-05,1.2104161442039185e-06,train,Focused,c:\Users\CNN COMPUTERS\OneDrive\Documents\Research\Smart-Uni-Guide\backend\datasets\focus_dataset_unified\train\Focused\DAiSEE_1100011025.jpg
0.2089585441081167,0.26068639546257655,0.23482246978534663,0.12216391001021071,0.11726555228233337,0.11093878746032715,-0.09068527741818644,-0.0687963310348698,-0.017021088330881395,-0.09405910062508586,0.9373037617145743,5.058532960232015,-6.730442550202259,6.170600954646943e-07,0.013455286622047424,0.24877487123012543,0.0034491249825805426,0.12684623897075653,0.005670649465173483,5.243996201897971e-05,3.828407955097646e-07,1.3985541613692476e-07,0.14843134582042694,0.24927765130996704,0.30513688921928406,0.3458653688430786,0.30607590079307556,0.01112751942127943,0.012606613337993622,0.28721389174461365,0.03994477540254593,0.02236662246286869,0.3945280909538269,0.18028093874454498,0.007773364894092083,0.0017511018086224794,0.0004222548159305006,1.89037891686894e-05,0.0002791020961012691,0.00022062509378883988,1.4575427485397086e-05,0.0011557124089449644,0.02018948458135128,0.01914781890809536,0.014560681767761707,0.003148874267935753,1.0762164492916781e-06,0.008435115218162537,0.003960402216762304,0.010483930818736553,0.08222159743309021,0.0032015549950301647,0.24599185585975647,0.0005397586501203477,0.000538816733751446,0.009915982373058796,0.08824700117111206,0.1105886697769165,0.2879973351955414,0.07338127493858337,0.10627177357673645,0.18876899778842926,0.5278744697570801,1.374514977214858e-05,1.1871721881107078e-06,train,Focused,c:\Users\CNN COMPUTERS\OneDrive\Documents\Research\Smart-Uni-Guide\backend\datasets\focus_dataset_unified\train\Focused\DAiSEE_1100011029.jpg
0.22174202157466172,0.2585570157701807,0.2401495186724212,0.1812540423071592,0.11184072494506836,0.11117041110992432,-0.04797362323584803,-0.05127945455614323,0.05449779169665235,-0.05482161549282587,0.3254389392439437,4.955978593370538,-5.1028838295916925,4.864469360654766e-07,0.015678616240620613,0.2903938889503479,0.0030513505917042494,0.11028235405683517,0.005721098743379116,8.882417023414746e-05,4.007831364560843e-07,1.4815776694376837e-07,0.126206636428833,0.19051840901374817,0.35620513558387756,0.3831590712070465,0.06113820895552635,0.05146929249167442,0.06842941790819168,0.07778897881507874,0.030215159058570862,0.01686105504631996,0.34609153866767883,0.13080008327960968,0.009626462124288082,0.002527801785618067,0.0006892172968946397,6.962945917621255e-05,0.0010019616456702352,0.0001725019683362916,2.4291250156238675e-05,0.0007726734038442373,0.026479464024305344,0.011071068234741688,0.00993092730641365,0.0043872385285794735,1.5033916724860319e-06,0.04881413280963898,0.022039415314793587,0.006656947545707226,0.08648522943258286,0.0040020933374762535,0.22878465056419373,0.0006706358981318772,0.0008535656379535794,0.004596938844770193,0.09898404031991959,0.03257517144083977,0.10569989681243896,0.015345283783972263,0.054472941905260086,0.24424196779727936,0.6294393539428711,2.020784086198546e-05,1.855976279330207e-06,train,Focused,c:\Users\CNN COMPUTERS\OneDrive\Documents\Research\Smart-Uni-Guide\backend\datasets\focus_dataset_unified\train\Focused\DAiSEE_1100011034.jpg
0.21588937203810846,0.24881892255778382,0.23235414729794612,0.197125993010551,0.11311475932598114,0.11756812036037445,-0.03395514983543158,-0.045125526336789935,0.06031650003396758,-0.04493988897268593,-3.7592019876002256,3.6387849976315376,-2.5786977606407957,3.957585477110115e-07,0.02584286406636238,0.31025275588035583,0.005369055550545454,0.07744596898555756,0.005758816376328468,4.317580533097498e-05,4.187983222436742e-07,2.0124316790770536e-07,0.13256417214870453,0.19260165095329285,0.46384552121162415,0.47036978602409363,0.03659124672412872,0.08301730453968048,0.0961533710360527,0.05060940235853195,0.020552026107907295,0.011181436479091644,0.3126383125782013,0.12988555431365967,0.00923794787377119,0.003196514444425702,0.0009467792697250843,0.00010618830856401473,0.00033914949744939804,5.5435190006392077e-05,1.0430698239360936e-05,0.0003731207689270377,0.010453714057803154,0.009746384806931019,0.00881147850304842,0.02175034210085869,7.1456820478488225e-06,0.05396812781691551,0.020313944667577744,0.003221372840926051,0.03595595061779022,0.02889184281229973,0.08259005844593048,0.00023201975272968411,0.00031061406480148435,0.003025390673428774,0.1204199567437172,0.04424715042114258,0.13800761103630066,0.030059492215514183,0.09701325744390488,0.4329366683959961,0.7884823083877563,2.9151580747566186e-05,1.6858008393683122e-06,train,Focused,c:\Users\CNN COMPUTERS\OneDrive\Documents\Research\Smart-Uni-Guide\backend\datasets\focus_dataset_unified\train\Focused\DAiSEE_1100011046.jpg
0.2213438964596357,0.25523462054308765,0.23828925850136168,0.25546900455791666,0.10941402614116669,0.11506824195384979,-0.07275620100043464,-0.04250051786290546,0.01043518266957466,-0.05346766160622967,-1.8426009081550725,5.149424405368956,-0.1612257392860887,5.485273391059309e-07,0.037273481488227844,0.23873214423656464,0.0028764589224010706,0.06794269382953644,0.007690382655709982,0.00013007597590330988,8.328692615577893e-07,3.1081552265277423e-07,0.12764298915863037,0.1644793152809143,0.4598988890647888,0.45318254828453064,0.19081957638263702,0.017559939995408058,0.026615474373102188,0.1896410584449768,0.020577505230903625,0.012655125930905342,0.2987654209136963,0.15399853885173798,0.009131955914199352,0.003465532325208187,0.0010795466369017959,0.00031982254586182535,0.005617315880954266,0.00031964853405952454,4.34167668572627e-05,0.00046946003567427397,0.006996393669396639,0.02063496969640255,0.02443966455757618,0.006860021501779556,8.983744805846072e-07,0.2897920310497284,0.202459454536438,0.004265888594090939,0.03280291333794594,0.004944839049130678,0.2526255249977112,0.0013298126868903637,0.0038923146203160286,0.0019767333287745714,0.0887250006198883,0.00576381990686059,0.01465197466313839,0.00858454778790474,0.0727580264210701,0.2805408835411072,0.5831574201583862,2.8531841962831095e-05,4.907387847197242e-06,train,Focused,c:\Users\CNN COMPUTERS\OneDrive\Documents\Research\Smart-Uni-Guide\backend\datasets\focus_dataset_unified\train\Focused\DAiSEE_1100011050.jpg
